V1	V2	V3	V4	V5	V6	V7	V8	V9
1	-0.169547739129215	-0.159661975923617	-0.000718944569979515	0.0546229167496885	8.64688117915833e-06	0.000170053540675269	-2.18524706204347e-06	-0.0127662201739043	2.54266553732333e-08
2	0.0171186270807866	-0.251833586863089	-0.0715093723858612	0.0301914885495163	0.154769353725653	0.0125750018246905	-0.029079092065317	-0.00524598191123298	0.0608874034135052
3	-0.400655388099634	-0.137675117020065	0.135679359638971	0.141228502486727	0.119110151880458	-0.0516033373440869	-0.0484020288185228	-0.0530742091039443	-0.0411076989785487
4	-0.411636640736797	-0.293425050947897	0.0683994058819516	0.248041989513097	0.0172354654004423	-0.034476070484499	-0.0092819500808683	-0.123534371253004	-0.0022627393130919
5	-0.00567152986880437	-0.40032398851069	-0.181393708765709	0.0892409523537779	0.336917684075256	0.0548412248586615	-0.108832727999955	-0.0266591497664099	0.195562558374851
6	-0.278502643289554	-0.161261628624595	0.0464869758116318	0.0957996773863003	0.0206130427588668	-0.0145618363153119	-0.00689886645007605	-0.0296514591467726	-0.00295946464596131
7	-0.435602351396216	-0.306924434486007	0.0791008856066264	0.274989598885034	0.0207916993361826	-0.0419799877041046	-0.0117896722098114	-0.144203035114703	-0.00299802313221061
8	-0.354189892995328	-0.248528626355533	0.0528789288990067	0.18115788638364	0.0141043025813895	-0.0227779219013569	-0.00649133241185013	-0.0771055905064152	-0.00167504864758136
9	-0.346229203490236	-0.186440839102419	0.0779938665207822	0.140209216593558	0.039644952439245	-0.029556401650395	-0.0160520237257541	-0.052500669795002	-0.00789372244280003
10	-0.364403446362658	-0.154605528207737	0.102927799246502	0.132092293498583	0.0732877612449512	-0.0378594460200185	-0.0288020769365365	-0.0480082882397164	-0.0198402519510846
11	-0.257371104887106	-0.291488551474327	-0.0313452045274907	0.152847924279021	0.00587389572856349	0.0124023421420526	-0.00248318808577699	-0.0597570731389196	0.000450183267691558
12	-0.169457522542286	-0.295651787415453	-0.0708446063817297	0.111431333319197	0.0411575788061236	0.0239338895555456	-0.014856177934723	-0.0371972634457739	0.00834977413197449
13	-0.224490467491017	-0.289024605904024	-0.0452355002094596	0.134412783929482	0.0139111098500669	0.0167842721415412	-0.00551487506874746	-0.049278884038277	0.00164075097158138
14	-0.230283282164234	-0.14837769954898	0.0269876326073658	0.0712896390436174	0.00933569651010088	-0.00729257366240364	-0.00269533991831946	-0.0190344189375424	-0.000902028142732301
15	-0.413271373326914	-0.335393332912976	0.0398435662976697	0.280972463013044	0.00516292970257644	-0.0213743497149827	-0.00295925030817179	-0.148934611810461	-0.000370974721725319
16	-0.361796482817344	-0.236802064495945	0.0646531326388322	0.178252180237761	0.0214283068536015	-0.027625479525366	-0.00978270353727026	-0.0752579312209608	-0.00313676356851339
17	-0.395889097231093	-0.242278887252292	0.0869691099221193	0.202124467647401	0.0341943792198095	-0.0395710247689098	-0.0166233205194701	-0.0908716332188012	-0.00632312963438642
18	-0.0639770380028201	-0.280868148028181	-0.0852990507940621	0.0628418756752558	0.10579930619414	0.0216407144926565	-0.0286788016133971	-0.0157533785371816	0.0344131343169104
19	-0.211473077577849	-0.169741537559854	0.0111596146175279	0.0728208198436739	0.00156273878987711	-0.00304775327447681	-0.000456003089074625	-0.0196509407458998	-6.17773945891048e-05
20	-0.167055477789425	-0.163966472956207	-0.00311718704810479	0.0553091198631266	0.000160536038097967	0.000741931934078018	-4.08248431595708e-05	-0.0130075385406181	2.03403682405992e-06
21	-0.0146643169894398	-0.183251007532331	-0.0378055566831509	0.021028476084637	0.0621079273095792	0.00554833103995669	-0.00973877981431225	-0.00304938107965726	0.0154782035642322
22	-0.418533882174018	-0.232465053120095	0.110296743239762	0.209638991092472	0.0530269782392215	-0.051109489961584	-0.026253458318674	-0.0959860436770188	-0.0122108337702957
23	-0.52470893812753	-0.261361722026263	0.192177525560946	0.304554188151747	0.110811333284446	-0.107334098430132	-0.0661256690005	-0.168072579037901	-0.0368872492693008
24	-0.320176434174917	-0.418971013324899	-0.0983707380564195	0.278642431181214	0.0317342450544482	0.0525523792033869	-0.0181136264351783	-0.14708584373091	0.00565317274673987
25	-0.206757833869658	-0.191541493524736	0.000313016808234184	0.0799080406564284	1.12043946550739e-06	-8.95500282315875e-05	-3.42481604178367e-07	-0.0225884131667273	-1.18599428565186e-09
26	-0.286925238582618	-0.216605030813303	0.0274744549819136	0.126768353794241	0.00544115231604754	-0.00990004887657455	-0.00209483547175461	-0.0451352940287123	-0.000401362067480606
27	-0.0900504704922457	-0.0605286308579031	0.00379036761068916	0.0112901170281093	0.00116280738965906	-0.000407599254985828	-0.000133601278855521	-0.00119963095996716	-3.9651687481136e-05
28	-0.252648586520297	-0.273639023426427	-0.0222834396950166	0.140307725132333	0.00323389889917024	0.00844745425994134	-0.00130984781683128	-0.0525560085881637	0.000183903357327802
29	-0.224589253604478	-0.207698056546509	0.000539978780865776	0.0941214903898963	2.83079327162851e-06	-0.000167657860275648	-9.3908772288946e-07	-0.028875744689004	-4.76279876149751e-09
30	-0.665406148736896	-0.313067359675266	0.322465818161264	0.471018813293327	0.201731017645107	-0.223978143193661	-0.149708140726023	-0.323264028588921	-0.0906064300009934
31	-0.235565742864916	-0.233035775757938	-0.007157797012062	0.110870159934684	0.000422267487578336	0.00241206797457785	-0.000152036755018884	-0.0369166267871022	8.67723713947242e-06
